GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,n_pixels,n_non_na_pixels,prop_non_na_pixels,ntl_mean,date
NIC.15_1,NIC,Nicaragua,Matagalpa,,,Departamento,Department,,NI.MT,NI-MT,43011,43011,1,0.180789515376091,2023-12-01
NIC.16_1,NIC,Nicaragua,Nueva Segovia,,,Departamento,Department,,NI.NS,NI-NS,15484,15484,1,0.265222042798996,2023-12-01
NIC.17_1,NIC,Nicaragua,Río San Juan,,,Departamento,Department,,NI.SJ,,35805,35805,1,0.0440757907927036,2023-12-01
NIC.18_1,NIC,Nicaragua,Rivas,,,Departamento,Department,,NI.RI,NI-RI,9512,9511,0.999894869638351,0.186295047402382,2023-12-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23513,0.997412403495376,0.0925593227148056,2015-01-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32894,0.99323630654025,0.331174671649933,2015-01-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23537,0.989448461409114,0.309344798326492,2015-01-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23137,0.994540921595598,0.545880973339081,2015-01-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,59976,0.998086235875589,0.042599081993103,2015-01-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20087,0.975191766190892,0.0652512237429619,2015-01-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.317567497491837,2015-01-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13183,0.98593972029018,0.0613618455827236,2015-01-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18390,0.999673842139596,0.191880956292152,2015-01-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32003,0.980093712675711,0.0241948422044516,2015-01-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42955,0.993339962537289,1.08372747898102,2015-01-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14907,0.995392628205128,1.36776340007782,2015-01-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53590,0.998509409353456,0.0956852063536644,2015-01-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23552,0.999066768473742,0.0591991171240807,2015-02-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,33101,0.999486683978501,0.39680489897728,2015-02-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23744,0.998150327896418,0.32514813542366,2015-02-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23260,0.999828060522696,0.534020721912384,2015-02-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60081,0.999833585728312,0.0218894202262163,2015-02-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20436,0.992135158753277,0.0258423928171396,2015-02-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.336389988660812,2015-02-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13345,0.998055493231621,0.0562082789838314,2015-02-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18391,0.999728201782996,0.215318933129311,2015-02-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32647,0.999816249655468,0.016222333535552,2015-02-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43218,0.999421871748029,1.05189025402069,2015-02-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14953,0.998464209401709,1.4491069316864,2015-02-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53648,0.9995900875722,0.10048945993185,2015-02-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23556,0.999236446933062,0.0447946451604366,2015-03-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,33103,0.999547074098678,0.418767482042313,2015-03-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23602,0.992180931562132,0.393068492412567,2015-03-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23188,0.996733149931224,0.581305265426636,2015-03-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60064,0.999550681466443,0.0314484275877476,2015-03-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20259,0.983542091465191,0.0286744106560946,2015-03-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.369615733623505,2015-03-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13165,0.984593523296687,0.0657655298709869,2015-03-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18392,0.999782561426397,0.26068976521492,2015-03-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32646,0.999785624598046,0.0185601804405451,2015-03-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42911,0.99232245681382,1.09333670139313,2015-03-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14834,0.990518162393162,1.49288237094879,2015-03-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53640,0.999441028507546,0.142878353595734,2015-03-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23547,0.998854670399593,0.0949157550930977,2015-04-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,33086,0.999033758077178,0.425246387720108,2015-04-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23713,0.99684714982344,0.464187681674957,2015-04-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23132,0.994325997248968,0.672304332256317,2015-04-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,59687,0.993276863423807,0.110973991453648,2015-04-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,19289,0.936450140790368,0.0982058793306351,2015-04-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11338,0.999911808801482,0.412669003009796,2015-04-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13157,0.983995213521801,0.17297850549221,2015-04-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18380,0.999130245705588,0.308810025453568,2015-04-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32551,0.996876244142958,0.0797378048300743,2015-04-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42955,0.993339962537289,1.173419713974,2015-04-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14888,0.994123931623932,1.70126235485077,2015-04-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53552,0.997801378796348,0.160533145070076,2015-04-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23444,0.994485450072113,0.0856056362390518,2015-05-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32901,0.993447671960867,0.387381583452225,2015-05-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23750,0.998402555910543,0.32945653796196,2015-05-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23186,0.996647180192572,0.620908379554749,2015-05-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,58998,0.981810920104508,0.0559209398925304,2015-05-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20213,0.981308864938344,0.0399174466729164,2015-05-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.30301371216774,2015-05-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13186,0.986164086455763,0.0920559540390968,2015-05-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18385,0.999402043922592,0.243170067667961,2015-05-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32588,0.998009371267571,0.0456715151667595,2015-05-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43068,0.9959531022362,1.05313193798065,2015-05-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14959,0.99886485042735,1.49087357521057,2015-05-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53592,0.99854667411962,0.11650363355875,2015-05-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,22712,0.963434292016628,0.0520335286855698,2015-06-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32824,0.991122652334078,0.390241354703903,2015-06-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23735,0.997771985875231,0.410891234874725,2015-06-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23250,0.999398211829436,0.728570282459259,2015-06-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,58901,0.980196701669135,0.00842997431755066,2015-06-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20438,0.992232255558792,0.000869812443852425,2015-06-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.416058272123337,2015-06-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13334,0.997232817291153,0.00832694489508867,2015-06-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18388,0.999565122852794,0.337216258049011,2015-06-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32278,0.988515603466757,0.0139036867767572,2015-06-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43183,0.998612492195269,1.1175502538681,2015-06-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14934,0.997195512820513,1.62057387828827,2015-06-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53640,0.999441028507546,0.148520857095718,2015-06-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,22720,0.963773648935268,0.132925197482109,2015-07-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32513,0.981731988646657,0.396065503358841,2015-07-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23546,0.989826803430301,0.335406273603439,2015-07-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,22805,0.980269944979367,0.602705121040344,2015-07-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60044,0.999217852923067,0.0799459740519524,2015-07-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20452,0.992911933197398,0.0842266827821732,2015-07-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.294847965240479,2015-07-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13167,0.984743100740408,0.0562379732728005,2015-07-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18380,0.999130245705588,0.164504811167717,2015-07-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,27234,0.834042813830276,0.0146306091919541,2015-07-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42886,0.991744328561848,1.05217564105988,2015-07-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14869,0.992855235042735,1.53289556503296,2015-07-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,52818,0.98412520961431,0.0852427035570145,2015-07-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23400,0.992618987019598,0.0670949518680573,2015-08-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32894,0.99323630654025,0.338742882013321,2015-08-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23712,0.996805111821086,0.367760866880417,2015-08-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23013,0.989210797799175,0.602655947208405,2015-08-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,59417,0.988783678088233,0.0487415418028832,2015-08-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,19742,0.958442567239538,0.0727902576327324,2015-08-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11336,0.999735426404445,0.36081451177597,2015-08-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13219,0.988632114277167,0.149525582790375,2015-08-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18378,0.999021526418787,0.189760401844978,2015-08-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32516,0.995804367133188,0.0612139143049717,2015-08-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43097,0.996623731008487,1.00677824020386,2015-08-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14807,0.988715277777778,1.50111770629883,2015-08-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53486,0.99657164151295,0.15941946208477,2015-08-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23388,0.992109951641639,0.0697461366653442,2015-09-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32965,0.99538015580651,0.279321998357773,2015-09-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23718,0.997057339835211,0.344267994165421,2015-09-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23211,0.997721801925722,0.636185228824616,2015-09-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,59652,0.992694413472899,0.0471573173999786,2015-09-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20429,0.991795319933974,0.03366344794631,2015-09-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11325,0.998765323220742,0.343789488077164,2015-09-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13309,0.995363099244634,0.0510465577244759,2015-09-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18375,0.998858447488584,0.31388720870018,2015-09-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32605,0.998529997243745,0.065247505903244,2015-09-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42881,0.991628702911454,0.996000587940216,2015-09-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14828,0.990117521367521,1.32419121265411,2015-09-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53474,0.996348052915968,0.143384978175163,2015-09-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23540,0.998557733095783,0.0501098372042179,2015-10-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32495,0.98118847756507,0.372048854827881,2015-10-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23746,0.998234403901127,0.341112375259399,2015-10-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23259,0.99978507565337,0.616508424282074,2015-10-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,59865,0.996239037459853,0.0401320643723011,2015-10-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20517,0.996067579376638,0.000808022683486342,2015-10-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11336,0.999735426404445,0.334254235029221,2015-10-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13325,0.996559718794406,0.0674961730837822,2015-10-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18371,0.998641008914982,0.208037286996841,2015-10-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32612,0.998744372645699,0.0124332401901484,2015-10-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43026,0.994981846772888,1.10967612266541,2015-10-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14945,0.997930021367521,1.32611799240112,2015-10-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53572,0.998174026457984,0.14705516397953,2015-10-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23335,0.989861712055655,0.0464969351887703,2015-11-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,32903,0.993508062081044,0.36019030213356,2015-11-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23341,0.981209012947705,0.26959627866745,2015-11-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,22803,0.980183975240715,0.663709878921509,2015-11-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60051,0.999334342913248,0.145672112703323,2015-11-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20598,1,0.145491763949394,2015-11-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11307,0.997177881647412,0.283146500587463,2015-11-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13257,0.991474085707875,0.0611623786389828,2015-11-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18364,0.998260491411176,0.190706536173821,2015-11-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,31761,0.972682448779591,0.0347153581678867,2015-11-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42921,0.992553708114608,1.10796082019806,2015-11-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14757,0.985376602564103,1.26809990406036,2015-11-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53355,0.994130799329234,0.115012489259243,2015-11-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23549,0.998939509629253,0.0445958115160465,2015-12-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,33099,0.999426293858325,0.293052554130554,2015-12-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23751,0.998444593912897,0.286210000514984,2015-12-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23261,0.999871045392022,0.560540854930878,2015-12-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60074,0.999717095738131,0.0356303490698338,2015-12-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20585,0.999368870764152,0.0242330338805914,2015-12-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.274207025766373,2015-12-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13351,0.998504225562785,0.0807142108678818,2015-12-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18391,0.999728201782996,0.158814892172813,2015-12-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32644,0.999724374483202,0.00660218112170696,2015-12-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43206,0.999144370187082,0.992729783058167,2015-12-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14964,0.999198717948718,1.22949719429016,2015-12-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53647,0.999571455189119,0.0776870772242546,2015-12-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23566,0.999660643081361,0.0518472641706467,2016-01-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,33108,0.999698049399118,0.360936433076859,2016-01-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23746,0.998234403901127,0.33402082324028,2016-01-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23262,0.999914030261348,0.580292582511902,2016-01-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60074,0.999717095738131,0.0205775909125805,2016-01-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20463,0.993445965627731,0.012320414185524,2016-01-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.314340442419052,2016-01-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13341,0.997756338344178,0.0208070389926434,2016-01-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18392,0.999782561426397,0.168296337127686,2016-01-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32648,0.99984687471289,0.0137761905789375,2016-01-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,43193,0.998843743496057,1.07038819789886,2016-01-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14949,0.998197115384615,1.37272918224335,2016-01-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53649,0.999608719955282,0.0981466323137283,2016-01-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23557,0.999278866547892,0.0758670046925545,2016-02-01
PAN.2_1,PAN,Panama,Chiriquí,,,Provincia,Province,,PA.CH,,33118,33107,0.99966785433903,0.43389567732811,2016-02-01
PAN.3_1,PAN,Panama,Coclé,,,Provincia,Province,,PA.CC,,23788,23648,0.994114679670422,0.379684299230576,2016-02-01
PAN.4_1,PAN,Panama,Colón,,,Provincia,Province,,PA.CL,,23264,23161,0.995572558459422,0.606577455997467,2016-02-01
PAN.5_1,PAN,Panama,Darién,,,Provincia,Province,,PA.DR,,60091,60023,0.998868382952522,0.0289152674376965,2016-02-01
PAN.6_1,PAN,Panama,Emberá,Emberá-Wounaan,,Comarca Indígena,Indigenous Territory,,PA.EM,,20598,20325,0.986746286047189,0.0127477021887898,2016-02-01
PAN.7_1,PAN,Panama,Herrera,,,Provincia,Province,,PA.HE,PA-6,11339,11339,1,0.355471193790436,2016-02-01
PAN.8_1,PAN,Panama,Kuna Yala,,,Comarca Indígena,Indigenous Territory,,PA.SB,,13371,13024,0.974048313514322,0.0207745525985956,2016-02-01
PAN.9_1,PAN,Panama,Los Santos,,,Provincia,Province,,PA.LS,PA-7,18396,18392,0.999782561426397,0.220575764775276,2016-02-01
PAN.10_1,PAN,Panama,Ngöbe Buglé,,,Comarca Indígena,Indigenous Territory,,PA.NB,,32653,32635,0.999448748966404,0.0210514329373837,2016-02-01
PAN.12_1,PAN,Panama,Panamá,Panam ,,Provincia,Province,,PA.PN,,43243,42834,0.990541821797748,1.10769283771515,2016-02-01
PAN.11_1,PAN,Panama,Panamá Oeste,,,Provincia,Province,,PA.PO,,14976,14856,0.99198717948718,1.39970171451569,2016-02-01
PAN.13_1,PAN,Panama,Veraguas,,,Provincia,Province,,PA.VR,PA-9,53670,53646,0.999552822806037,0.109098874032497,2016-02-01
PAN.1_1,PAN,Panama,Bocas del Toro,,,Provincia,Province,,PA.BC,PA-1,23574,23561,0.999448545007211,0.15265379846096,2016-03-01
