GID_1,GID_0,COUNTRY,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,n_pixels,n_non_na_pixels,prop_non_na_pixels,ntl_mean,date
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.642448246479034,2016-08-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35953,0.999972186682984,0.0768361911177635,2016-08-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.306818336248398,2016-08-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2817,0.98393293747817,2.20753479003906,2016-08-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.289845049381256,2016-08-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15002,0.998668619358275,0.127723932266235,2016-08-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5932,0.999326145552561,0.256169527769089,2016-08-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.286015540361404,2016-08-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.357379823923111,2016-08-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13582,0.999337797071592,0.265117973089218,2016-08-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,47357,0.954547286946706,0.0772512182593346,2016-09-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,13398,0.954273504273504,0.081433966755867,2016-09-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9355,0.993627190653213,0.384621620178223,2016-09-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11169,0.940230659146393,0.140217050909996,2016-09-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,7752,0.915338292596529,0.223912730813026,2016-09-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23518,0.997074659770212,0.449000895023346,2016-09-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,10673,0.964921797305849,6.98999929428101,2016-09-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,36968,0.981104033970276,0.144084364175797,2016-09-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,42071,0.96986951911107,0.103975504636765,2016-09-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9272,0.94323499491353,0.158384159207344,2016-09-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16407,0.983043738765728,0.153617605566978,2016-09-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177085,0.995681827126897,0.0732750445604324,2016-09-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10671,0.991175924205833,0.808288812637329,2016-09-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35391,0.984341102519886,0.0807509571313858,2016-09-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9661,0.999793024940495,0.24946890771389,2016-09-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2826,0.987076493188963,1.70555853843689,2016-09-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17454,0.988391188629028,0.298458397388458,2016-09-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,14755,0.982226068432965,0.141161978244782,2016-09-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5876,0.98989218328841,0.225146800279617,2016-09-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10466,0.998378326814843,0.201504558324814,2016-09-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5403,0.991194276279582,0.519164741039276,2016-09-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,12173,0.895666249724082,0.222353890538216,2016-09-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49604,0.999838748689833,0.0925864800810814,2016-10-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.0701285749673843,2016-10-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9404,0.998831651619756,0.224321857094765,2016-10-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.142072781920433,2016-10-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.269363224506378,2016-10-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23585,0.999915207529572,0.359878242015839,2016-10-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11060,0.999909592261097,6.21408176422119,2016-10-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37680,1,0.126704424619675,2016-10-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43374,0.999907787357647,0.132391721010208,2016-10-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.222143650054932,2016-10-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16688,0.999880167765129,0.130049124360085,2016-10-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177853,1,0.0447030961513519,2016-10-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.631458580493927,2016-10-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35952,0.999944373365968,0.0739864408969879,2016-10-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.172464206814766,2016-10-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2858,0.998253580160671,1.41584920883179,2016-10-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17658,0.999943371651849,0.294303327798843,2016-10-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.109496012330055,2016-10-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.210498973727226,2016-10-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.162882640957832,2016-10-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.347131997346878,2016-10-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13591,1,0.225195467472076,2016-10-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49589,0.99953640248327,0.205969572067261,2016-11-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.123126618564129,2016-11-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9407,0.999150292087095,0.252863585948944,2016-11-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.292080193758011,2016-11-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.283056885004044,2016-11-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23577,0.999576037647857,0.384200215339661,2016-11-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11060,0.999909592261097,6.50589561462402,2016-11-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37680,1,0.194211900234222,2016-11-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43242,0.996864770159989,0.287569910287857,2016-11-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.20224766433239,2016-11-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16690,1,0.165713503956795,2016-11-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177846,0.9999606416535,0.0848426595330238,2016-11-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.69316440820694,2016-11-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35954,1,0.104211449623108,2016-11-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.20363737642765,2016-11-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2860,0.998952148096402,1.54945051670074,2016-11-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.327972829341888,2016-11-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.118196375668049,2016-11-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.207453161478043,2016-11-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.162849500775337,2016-11-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.394208192825317,2016-11-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13590,0.999926421896843,0.354821026325226,2016-11-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49611,0.999979843586229,0.0798574015498161,2016-12-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.0580002963542938,2016-12-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9415,1,0.195778489112854,2016-12-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.128095075488091,2016-12-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.20155967772007,2016-12-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23585,0.999915207529572,0.478781521320343,2016-12-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11061,1,6.68176221847534,2016-12-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37680,1,0.125688269734383,2016-12-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43206,0.99603485637881,0.10091795027256,2016-12-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.159446582198143,2016-12-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16690,1,0.107066072523594,2016-12-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177853,1,0.0492048747837544,2016-12-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.713502764701843,2016-12-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35954,1,0.0682665109634399,2016-12-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.200601413846016,2016-12-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2863,1,1.48893940448761,2016-12-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.28150475025177,2016-12-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.122156754136086,2016-12-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.233073815703392,2016-12-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.199979171156883,2016-12-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.342582702636719,2016-12-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13591,1,0.198129430413246,2016-12-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49611,0.999979843586229,0.090359278023243,2017-01-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.088908962905407,2017-01-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9412,0.999681359532661,0.303853929042816,2017-01-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.126339092850685,2017-01-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.228609010577202,2017-01-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23585,0.999915207529572,0.49018856883049,2017-01-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11061,1,6.63923835754395,2017-01-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37676,0.999893842887473,0.150836274027824,2017-01-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43375,0.999930840518235,0.0946667119860649,2017-01-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.182344824075699,2017-01-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16690,1,0.141521885991097,2017-01-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177853,1,0.0771090462803841,2017-01-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.770716905593872,2017-01-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35944,0.999721866829838,0.0938754230737686,2017-01-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.322250097990036,2017-01-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2862,0.999650716032134,1.60868954658508,2017-01-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.357081025838852,2017-01-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.146793350577354,2017-01-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.295458167791367,2017-01-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.261163800954819,2017-01-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.446163177490234,2017-01-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13591,1,0.203788578510284,2017-01-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49612,1,0.0739763528108597,2017-02-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.063126876950264,2017-02-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9415,1,0.244837209582329,2017-02-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.138708963990211,2017-02-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.236654132604599,2017-02-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23586,0.999957603764786,0.482376664876938,2017-02-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11061,1,6.47543478012085,2017-02-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37679,0.999973460721868,0.143738493323326,2017-02-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43374,0.999907787357647,0.0957653075456619,2017-02-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.176857486367226,2017-02-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16690,1,0.126073241233826,2017-02-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177853,1,0.0457642339169979,2017-02-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.742226600646973,2017-02-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35954,1,0.0816146433353424,2017-02-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.254351168870926,2017-02-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2863,1,1.54040718078613,2017-02-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.354335457086563,2017-02-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.136765047907829,2017-02-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.227631062269211,2017-02-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.29287713766098,2017-02-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.387357890605927,2017-02-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13591,1,0.205702751874924,2017-02-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49612,1,0.0979928448796272,2017-03-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.107307694852352,2017-03-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9406,0.999044078597982,0.333267241716385,2017-03-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.158562391996384,2017-03-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.354409962892532,2017-03-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23586,0.999957603764786,0.487111538648605,2017-03-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11061,1,6.81526327133179,2017-03-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37680,1,0.153486385941505,2017-03-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43376,0.999953893678823,0.102651886641979,2017-03-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.20821838080883,2017-03-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16690,1,0.156152606010437,2017-03-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177853,1,0.0725907906889916,2017-03-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.769686222076416,2017-03-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35954,1,0.105595029890537,2017-03-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.403994172811508,2017-03-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2860,0.998952148096402,1.73019850254059,2017-03-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.385570257902145,2017-03-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.154855594038963,2017-03-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.290656894445419,2017-03-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.292464077472687,2017-03-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.459668159484863,2017-03-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13591,1,0.259690970182419,2017-03-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49612,1,0.0949694886803627,2017-04-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,14040,1,0.100038789212704,2017-04-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9411,0.999575146043547,0.289759963750839,2017-04-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11879,1,0.199099317193031,2017-04-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8469,1,0.320597410202026,2017-04-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,23583,0.999830415059143,0.464638441801071,2017-04-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,11061,1,6.9665002822876,2017-04-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37680,1,0.157005369663239,2017-04-01
GTM.9_1,GTM,Guatemala,Izabal,,,Departamento,Department,,GT.IZ,GT-18,43378,43376,0.999953893678823,0.108802117407322,2017-04-01
GTM.10_1,GTM,Guatemala,Jalapa,,,Departamento,Department,,GT.JA,GT-21,9830,9830,1,0.229358613491058,2017-04-01
GTM.11_1,GTM,Guatemala,Jutiapa,,,Departamento,Department,,GT.JU,GT-22,16690,16690,1,0.224118337035179,2017-04-01
GTM.12_1,GTM,Guatemala,Petén,,,Departamento,Department,,GT.PE,,177853,177853,1,0.073169581592083,2017-04-01
GTM.13_1,GTM,Guatemala,Quezaltenango,,,Departamento,Department,,GT.QZ,,10766,10766,1,0.713571727275848,2017-04-01
GTM.14_1,GTM,Guatemala,Quiché,,,Departamento,Department,,GT.QC,,35954,35954,1,0.0847878977656364,2017-04-01
GTM.15_1,GTM,Guatemala,Retalhuleu,,,Departamento,Department,,GT.RE,GT-11,9663,9663,1,0.218093410134316,2017-04-01
GTM.16_1,GTM,Guatemala,Sacatepéquez,,,Departamento,Department,,GT.SA,,2863,2861,0.999301432064268,1.76679372787476,2017-04-01
GTM.17_1,GTM,Guatemala,San Marcos,,,Departamento,Department,,GT.SM,GT-12,17659,17659,1,0.328099429607391,2017-04-01
GTM.18_1,GTM,Guatemala,Santa Rosa,,,Departamento,Department,,GT.SR,GT-06,15022,15022,1,0.20266529917717,2017-04-01
GTM.19_1,GTM,Guatemala,Sololá,,,Departamento,Department,,GT.SO,,5936,5936,1,0.226857736706734,2017-04-01
GTM.20_1,GTM,Guatemala,Suchitepéquez,,,Departamento,Department,,GT.SU,,10483,10483,1,0.231117978692055,2017-04-01
GTM.21_1,GTM,Guatemala,Totonicapán,,,Departamento,Department,,GT.TO,,5451,5451,1,0.412992477416992,2017-04-01
GTM.22_1,GTM,Guatemala,Zacapa,,,Departamento,Department,,GT.ZA,GT-19,13591,13591,1,0.257357656955719,2017-04-01
GTM.1_1,GTM,Guatemala,Alta Verapaz,,,Departamento,Department,,GT.AV,GT-16,49612,49417,0.996069499314682,0.276859998703003,2017-05-01
GTM.2_1,GTM,Guatemala,Baja Verapaz,,,Departamento,Department,,GT.BV,GT-15,14040,13875,0.988247863247863,0.164192214608192,2017-05-01
GTM.3_1,GTM,Guatemala,Chimaltenango,,,Departamento,Department,,GT.CM,GT-04,9415,9067,0.963037705788635,0.362328231334686,2017-05-01
GTM.4_1,GTM,Guatemala,Chiquimula,,,Departamento,Department,,GT.CQ,GT-20,11879,11704,0.985268120212139,0.310635387897491,2017-05-01
GTM.5_1,GTM,Guatemala,El Progreso,Guastatoya,,Departamento,Department,,GT.PR,GT-02,8469,8174,0.9651670799386,0.42595848441124,2017-05-01
GTM.6_1,GTM,Guatemala,Escuintla,,,Departamento,Department,,GT.ES,GT-05,23587,16959,0.718997752999534,0.620000422000885,2017-05-01
GTM.7_1,GTM,Guatemala,Guatemala,,,Departamento,Department,,GT.GU,GT-01,11061,10344,0.935177651206943,6.96176338195801,2017-05-01
GTM.8_1,GTM,Guatemala,Huehuetenango,,,Departamento,Department,,GT.HU,GT-13,37680,37608,0.998089171974522,0.236593946814537,2017-05-01
